text,label
Who invented Astroturf ?,HUM
What is a fear of being alone ?,ENTY
Who was Tiny Tim 's father ?,HUM
Who was considered to be the father of psychology ?,HUM
Describe the Finnish music personality Salonen 's appearance .,DESC
What animal has the best hearing ?,ENTY
"What two Japanese cities are spelled with the letters K , O , O , T and Y ?",LOC
How many rows of sprocket holes does a roll of 35-millimeter film have ?,NUM
Who won the first general election for President held in Malawi in May 1994 ?,HUM
What made the Finger Lakes in western New York state ?,DESC
"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",ENTY
What 's the rathaus in Frankfurt ?,DESC
What is the gestation period for human pregnancies ?,NUM
What is the filmmakers collabrative ?,DESC
Who is actress Goldie Hawn 's current actor boyfriend ?,HUM
What animal causes the biggest threat to humans ?,ENTY
What is the AIM-54C Phoenix ?,DESC
What name did football 's New York Titans adopt in 1963 ?,HUM
Who invented panties ?,HUM
What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,ENTY
What was Mark Johnson referring to when he said : `` I still can 't believe it- we beat the Russians ? '',ENTY
What is a fear of jealousy ?,ENTY
Where are the headquarters of Eli Lilly ?,LOC
What does Lloyd 's Lutine Bell announce ?,DESC
Who was Buffalo Bill ?,HUM
What are equity securities ?,DESC
What is RCD ?,ABBR
"Where was the Ligurian Republic , 1797-185 , ?",LOC
What colors is magenta made of ?,ENTY
What is the purpose of a car bra ?,DESC
How does the car in `` Christine '' become possessed ?,DESC
The Jewish alphabet is known as what ?,ENTY
What beer 's name is translated as `` lion brew '' ?,ENTY
What is magnetar ?,DESC
Who played the father on `` Charles in Charge '' ?,HUM
What is a transistor ?,DESC
What country did King Gustav V reign over from 197 to 195 ?,LOC
When was the first stained glass window made ?,NUM
What is a fear of cold ?,ENTY
What is artificial intelligence ?,DESC
"What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?",ENTY
What is a person called that likes fire ?,HUM
Where did King Francis I hang the `` Mona Lisa '' when he owned it ?,LOC
Why are ice cream sundaes called sundaes ?,DESC
What was the Christian name of the title character in Our Miss Brooks ?,HUM
What 's the nearest star to Earth ?,LOC
How does a chick breathe inside an egg ?,DESC
What kind of sports team is the Buffalo Sabres ?,ENTY
For what reason did the Shea & Gould law firm close their L.A. office ?,DESC
Where is the Taj Mahal ?,LOC
What TV show did John Sebastian sing the theme for ?,ENTY
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,ENTY
What is considered the costliest disaster the insurance industry has ever faced ?,ENTY
What is the temperature for cooking ?,NUM
What makes a clitoris sensitive ?,DESC
Who won two gold medals in skiing in the Olympic Games in Calgary ?,HUM
How many verses are in the Bible ?,NUM
What is the origin of the city `` Corpus Christi '' ?,DESC
How many layers of yellow paint is a Faber Mongol pencil lucky enough to be sprayed with ?,NUM
What type of bridge is the Golden Gate Bridge ?,ENTY
The Iraqis launched their attack on Kuwait on what day ?,NUM
What is the greatest hiking Web site ?,LOC
What animal has killed the most people ?,ENTY
How many children does Ray Davies of the Kinks have ?,NUM
What is a country that starts with the letter x ?,LOC
What 's destroyed in Genesis 19 : 24 ?,ENTY
Which Bloom County resident wreaks havoc with a computer ?,HUM
What is the theory of equivalence states ?,DESC
Who was the architect of Central Park ?,HUM
What is the fastest computer ?,ENTY
What countries have the largest armed forces in the world ?,LOC
Who established a Viking colony in Greenland about 985 ?,HUM
What city would you be in if you were feeding the pigeons in the Piazza San Marco ?,LOC
"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?",HUM
Name Dondi 's adoptive grandfather .,HUM
How do I stop background noise in a car stereo ?,DESC
"Who was named Admiral of the Ocean Seas and Viceroy and Governor General of all the islands he might discover , and also granted 10-?? of all profits of his voyage .",HUM
What was the name of Randy Craft 's lawyer ?,HUM
How old is too old for a child to not be talking ?,NUM
What war was fought by the Spanish as far as the Philippines ?,ENTY
What is the folklore story regarding birds ' nests and birds in Christmas trees ?,ENTY
When did Spielberg direct `` Jaws '' ?,NUM
Who wrote NN DT NNP NNP '' ?,HUM
Where does the U.S. get most of its energy ?,LOC
CNN is the abbreviation for what ?,ABBR
"What architect originated the glass house designed the Chicago Federal Center had a philosophy of `` less is more , '' and produced plans that were the forerunner of the California ranch house ?",HUM
"What is p.m. an abbreviation for , as in 5 p.m. ?",ABBR
Who lived on the shores of the Gitchee Gumee River ?,HUM
What is Latin for incompetent ?,ENTY
What color Poker chip is usually assigned the lowest value ?,ENTY
What other name were the `` Little Rascals '' known as ?,ENTY
Who was The Pride of the Yankees ?,HUM
What is the average date when most malls begin putting up Christmas holiday decorations ?,NUM
How long has L.L. Cool J. been married ?,NUM
In which year was New Zealand excluded from the ANZUS alliance ?,NUM
Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,HUM
What island was the target of the U.S. 's Operation Urgent Fury ?,LOC
What common ailment can 't you catch at the North Pole ?,ENTY
How many claws has a lobster called a pistol lost ?,NUM
What planet did Percival Lovell discover ?,LOC
What female suspect in the game of Clue is single ?,HUM
"On which dates does the running of the bulls occur in Pamplona , Spain ?",NUM
Why do rooftops give off steam after a big rainstorm ?,DESC
Who said `` Give me liberty or give me death '' ?,HUM
Name a movie about the Sioux Indians starring Kevin Costner .,ENTY
What is a cake of soap ?,DESC
How do you correctly say the word ` qigong ' ?,DESC
Who 's the founder and editor of The National Review ?,HUM
Why did the Aztecs first think the Spanish were Gods ?,DESC
What President became Chief Justice after his presidency ?,HUM
What country was Kim Philby really working for ?,LOC
Where is Poe 's birthplace ?,LOC
"What Boris Pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?",ENTY
What is the origin of gametophytic tissue ?,DESC
What level of government or governmental agency is responsible for dealing with racism ?,HUM
What 's the most common non-contagious disease in the world ?,ENTY
What five-time winner of the Kentucky Derby lost his first 25 races ?,ENTY
"What is the origin of the term `` blue moon , '' and how often do they occur ?",DESC
How long should a person wash their hands before they are clean ?,NUM
What sign is The Water Carrier the zodiacal symbol for ?,ENTY
Who was Hitler 's minister of propaganda ?,HUM
How big is a normal size penis for a 15-year-old ?,NUM
What does NAFTA stand for ?,ABBR
Where did Woodstock take place ?,LOC
Where is Dartmouth College ?,LOC
What is the origin of the name Katie ?,DESC
Name the child left on a doorstep at the beginning of Gasoline Alley .,HUM
Who said : `` The victor will never be asked if he told the truth '' ?,HUM
What company tabulates the ballots in voting for the Academy Awards ?,HUM
What was football star Elroy Hirsch 's nickname ?,HUM
How did the jack-o '-lantern get it 's name ?,DESC
What actress 's autobiography is titled Shelley : Also Known as Shirley ?,HUM
What interesting method was used to run the credits in the early Popeye cartoons ?,ENTY
What creature scares people in the film `` Jaws '' ?,ENTY
What company markets a shampoo `` for brunettes only '' ?,HUM
What is the oldest website on the Internet ?,LOC
Who was Gerald Ford 's vice president ?,HUM
What is a fear of food ?,ENTY
What is a fear of cholera ?,ENTY
Who wrote ` The Pines of Rome ' ?,HUM
What year were the Olympic Games played in where Nadia Comaneci became popular ?,NUM
What sport do the Cleaveland Cavaliers play ?,ENTY
How many American actors were nominated for the best actor Oscar for 1983 ?,NUM
How much of the earth 's surface is permanently frozen ?,NUM
What country 's capital is Lagos ?,LOC
What does Visine get out ?,ENTY
How long does it take different materials to decompose ?,NUM
What Russian city boasts the Hermitage Museum ?,LOC
What is the origin of the word assassinate ?,DESC
Where can stocks be traded on-line ?,LOC
What are the names of Richard Nixon 's two daughters ?,HUM
When was Berlin 's Brandenburg gate erected ?,NUM
What South American capital is the world 's highest ?,LOC
Where does the Santa Fe Trail begin and end ?,LOC
Which team won the Super Bowl in 1968 ?,HUM
"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?",LOC
What is the difference between the Koran and The Bible ?,DESC
What were the last names of gangsters Bonnie and Clyde ?,HUM
Where did the marriage ceremony come from ?,DESC
What did Lenny Bruce say that got him arrested ?,DESC
What does the E stand for in the equation E=mc2 ?,ABBR
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,HUM
What is the country of origin for the name Thomas ?,LOC
How many people are taller than 7 feet ?,NUM
What is the Viking Prince 's first name ?,HUM
What are manifest and latent function theories ?,DESC
What movie did Madilyn Kahn star in with Gene Wilder ?,ENTY
Name of heroine in `` Scruples '' ?,HUM
How many characters makes up a word for typing test purposes ?,NUM
What does it take to become a lawyer ?,ENTY
What is the cause of endangered species ?,DESC
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,HUM
"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",ENTY
How many miles of corridors are in The Pentagon ?,NUM
What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?,ENTY
How does the tail affect the flight of a kite ?,DESC
In 139 the papal court was forced to move from Rome to where ?,LOC
What are the major differences in the Catholic and Methodist religions ?,DESC
Which mayonnaise refers to itself as `` real '' mayonnaise ?,ENTY
What is Jell-O made from ?,ENTY
When will Jean Aeul publish her next book ?,NUM
What century does Captain Video live in ?,NUM
What does the `` blue ribbon '' stand for ?,ABBR
What is a hyperlink ?,DESC
What is the highest waterfall in the United States ?,LOC
What does BMW stand for ?,ABBR
When did Fraze get his first patent for the pull-tab can ?,NUM
What is President Nixon 's birthdate ?,NUM
Who was the star of the 1965 Broadway hit Golden Boy ?,HUM
How deep is a fathom ?,NUM
What was the name of the lawyer who represented Randy Craft ?,HUM
